property_type,state_name,place_name,lat,lon,surface_total_in_m2,price_usd_per_m2
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,525.0,495.2380952380952
apartment,Capital Federal,Recoleta,-34.5955984,-58.4127129,61.0,3852.4590163934417
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.439787714,-58.86024360760001,210.0,1619.047619047619
apartment,Capital Federal,Palermo,-34.5927419,-58.406147,43.0,3604.6511627906975
apartment,Capital Federal,Palermo,-34.5927419,-58.406147,75.0,3266.666666666666
house,Bs.As. G.B.A. Zona Sur,Longchamps,-34.8562309,-58.374911,100.0,476.7112
PH,Bs.As. G.B.A. Zona Sur,Burzaco,-34.8360190789,-58.398095723999994,55.0,938.1269090909093
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,56.0,1303.5714285714287
apartment,Capital Federal,Almagro,-34.5978120648,-58.425596533400004,38.0,2065.5263157894738
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.460455100000004,-58.6794888,250.0,840.0
apartment,Bs.As. G.B.A. Zona Sur,Quilmes,-34.7214515,-58.2580377,63.0,2222.222222222222
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1163981311,-56.8568398137,35.0,1542.857142857143
house,Bs.As. G.B.A. Zona Norte,Bella Vista,-34.5789658,-58.6903991,200.0,475.0
house,Corrientes,Paso de la Patria,-27.3147790815,-58.5606774079,450.0,199.40862222222225
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0332566,-57.5832814,180.0,611.1111111111112
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9878913,-57.5899821,70.0,928.5714285714287
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.9964003,-57.5529859,39.0,1666.666666666667
store,Buenos Aires Costa Atlántica,Mar del Plata,-38.0237049,-57.5667789,60.0,1666.666666666667
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00339320000001,-57.547271,88.0,1761.3636363636365
apartment,Bs.As. G.B.A. Zona Norte,General San Martín,-34.58260670000001,-58.5397912,60.0,1166.6666666666667
house,Bs.As. G.B.A. Zona Norte,Garín,-34.4195278,-58.7339459,380.0,1421.052631578947
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.606294,-58.7063718,600.0,783.3333333333335
apartment,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.608692100000006,-58.53218100000001,88.0,1363.6363636363635
apartment,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.594243799999994,-58.5751399,67.0,1268.6567164179105
apartment,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.6005889,-58.5918204,65.0,1384.6153846153845
apartment,Capital Federal,Colegiales,-34.5849243283,-58.4522777509,31.0,3161.2903225806454
PH,Capital Federal,Belgrano,-34.5666711,-58.4720061,52.0,2923.0769230769233
PH,Capital Federal,Belgrano,-34.5666711,-58.4720061,52.0,2923.0769230769233
PH,Capital Federal,Belgrano,-34.5666225,-58.4721291,52.0,2923.0769230769233
PH,Capital Federal,Coghlan,-34.5666643,-58.471989,52.0,2923.0769230769233
PH,Capital Federal,Coghlan,-34.5666643,-58.471989,52.0,2923.0769230769233
apartment,Capital Federal,San Cristobal,-34.62395,-58.3959922,70.0,1642.857142857143
apartment,Capital Federal,Barrio Norte,-34.5993216,-58.3944644,29.0,3448.2758620689656
apartment,Capital Federal,Colegiales,-34.570851399999995,-58.44876310000001,53.0,3490.566037735849
apartment,Capital Federal,Flores,-34.6284062566,-58.4659506445,50.0,2000.0
apartment,Capital Federal,Flores,-34.6284062566,-58.4659506445,50.0,2100.0
apartment,Capital Federal,Flores,-34.627185600000004,-58.481557,51.0,1666.666666666667
house,Bs.As. G.B.A. Zona Sur,Lanús,-34.6844405,-58.4028559,242.0,1033.0578512396694
apartment,Bs.As. G.B.A. Zona Sur,Lanús,-34.6756848,-58.40031750000001,110.0,836.3636363636364
PH,Bs.As. G.B.A. Zona Sur,Lanús,-34.6756848,-58.40031750000001,78.0,1115.3846153846157
house,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6545533,-58.5755348,80.0,1231.25
PH,Capital Federal,Almagro,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Almagro,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Almagro,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Boedo,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Boedo,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Boedo,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Balvanera,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Balvanera,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
PH,Capital Federal,Balvanera,-34.61591370000001,-58.41585870000001,228.0,1267.5438596491229
house,Bs.As. G.B.A. Zona Oeste,Morón,-34.6311995711,-58.5876095295,424.0,554.2452830188679
apartment,Capital Federal,Caballito,-34.6259473144,-58.4328219442,71.0,2225.3521126760565
house,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,-34.6067679,-58.5927223,374.0,788.7700534759358
apartment,Bs.As. G.B.A. Zona Norte,San Fernando,-34.440982299999995,-58.561624,60.0,1833.333333333333
apartment,Capital Federal,Palermo,-34.57154091,-58.4321322175,36.0,5138.88888888889
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6530638,-58.5573787,110.0,2272.7272727272725
apartment,Bs.As. G.B.A. Zona Oeste,San Justo,-34.6769316,-58.56756280000001,75.0,1533.333333333333
house,Bs.As. G.B.A. Zona Sur,Cañuelas,-35.0432086,-58.7667372,400.0,300.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.6531536,-58.5748323,40.0,2125.0
house,Bs.As. G.B.A. Zona Oeste,Ituzaingó,-34.6048314,-58.6913515,607.0,189.4563426688633
apartment,Chubut,Trelew,-43.254610749399994,-65.3160123155,90.0,1777.7777777777774
apartment,Capital Federal,Coghlan,-34.5644671,-58.4723081,66.0,2090.909090909091
apartment,Capital Federal,Flores,-34.6329048,-58.46720799999999,31.0,2032.2580645161293
house,Capital Federal,Caballito,-34.610347999999995,-58.4477353,110.0,2272.7272727272725
apartment,Capital Federal,Abasto,-34.6077076,-58.4119182,52.0,1903.8461538461536
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.645131,-58.5534705,40.0,2225.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.645131,-58.5534705,40.0,2200.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.645131,-58.5534705,40.0,2300.0
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.645131,-58.5534705,43.0,2186.046511627907
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.645131,-58.5534705,43.0,2116.279069767442
store,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.63945579999999,-58.5536377,300.0,126.66666666666669
apartment,Bs.As. G.B.A. Zona Oeste,Castelar,-34.6500487,-58.6438275,56.0,2589.285714285714
house,Bs.As. G.B.A. Zona Sur,Burzaco,-34.8353550055,-58.3713349233,403.0,210.9181141439206
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0103304,-57.54336850000001,31.0,1709.6774193548388
house,Córdoba,Córdoba,-31.3436615,-64.2548798,150.0,1600.0
house,Córdoba,Córdoba,-31.3586535,-64.239365,125.0,840.0
apartment,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,-34.758368,-58.3985176,65.0,1923.0769230769226
apartment,Capital Federal,Nuñez,-34.5499327522,-58.450782827,147.0,2448.9795918367345
apartment,Capital Federal,Belgrano,-34.5499217064,-58.4508016024,147.0,2448.9795918367345
apartment,Capital Federal,Versalles,-34.6346259,-58.5102914,50.0,2500.0
PH,Capital Federal,Villa del Parque,-34.6100791,-58.47885079999999,230.0,1217.391304347826
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0053940356,-57.5473586842,61.0,2131.1475409836066
house,Bs.As. G.B.A. Zona Oeste,Moreno,-34.6368263875,-58.7978859991,250.0,460.0
apartment,Bs.As. G.B.A. Zona Sur,Banfield,-34.7491566,-58.3951076,37.0,2432.4324324324325
house,Bs.As. G.B.A. Zona Norte,San Isidro,-34.5013734,-58.5814708,121.0,975.2066115702479
apartment,Capital Federal,Monte Castro,-34.6182787,-58.50052120000001,51.0,1901.9607843137253
apartment,Capital Federal,Floresta,-34.6325102,-58.4861727,40.0,1725.0
apartment,Capital Federal,Monte Castro,-34.618587700000006,-58.4996568,63.0,2142.8571428571427
apartment,Santa Fe,Rosario,-32.939562,-60.6379514,32.0,2103.1378125
store,Santa Fe,Rosario,-32.9539129,-60.6700656,45.0,1370.9342222222224
apartment,Santa Fe,Rosario,-32.9352345,-60.6710752,44.0,1300.1215909090906
PH,Santa Fe,Rosario,-32.937732000000004,-60.6631507,70.0,921.3745714285716
apartment,Bs.As. G.B.A. Zona Sur,La Plata,-34.9011411345,-57.9493041337,73.0,958.9041095890412
apartment,Capital Federal,Retiro,-34.600208096799996,-58.3782497051,45.0,3111.1111111111113
apartment,Capital Federal,Recoleta,-34.586109,-58.3875047,40.0,4487.5
house,Buenos Aires Costa Atlántica,Necochea,-38.5713342093,-58.6808145394,152.0,921.0526315789474
apartment,Santa Fe,Rosario,-32.935935,-60.649659,40.0,1760.32625
apartment,Santa Fe,Rosario,-32.935935,-60.649659,45.0,1773.365777777778
apartment,Santa Fe,Rosario,-32.935935,-60.649659,37.0,1783.7032432432434
apartment,Santa Fe,Rosario,-32.935935,-60.649659,127.0,1738.593937007874
apartment,Santa Fe,Rosario,-32.935935,-60.649659,44.0,1598.109318181818
apartment,Santa Fe,Rosario,-32.935935,-60.649659,45.0,1738.593777777778
apartment,Santa Fe,Rosario,-32.935935,-60.649659,34.0,1738.5938235294116
apartment,Santa Fe,Rosario,-32.935935,-60.649659,41.0,1830.188048780488
apartment,Santa Fe,Rosario,-32.9487817,-60.6672965,115.0,1491.8257391304346
apartment,Santa Fe,Rosario,-32.934948,-60.649952,48.0,1708.333333333333
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.006167100000006,-57.5447813,38.0,1681.578947368421
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1045094,-56.85991529999999,60.0,2666.6666666666665
apartment,Capital Federal,Capital Federal,-34.6108622,-58.4117063,62.0,1935.483870967742
house,Córdoba,Tanti,-38.416097,-63.616672,400.0,77.291
apartment,Buenos Aires Costa Atlántica,Pinamar,-37.1053673,-56.868063600000006,47.0,1446.8085106382978
store,Capital Federal,San Cristobal,-34.620643,-58.407774,273.0,1318.6813186813188
apartment,Capital Federal,Belgrano,-34.5663225,-58.46308570000001,69.0,2463.768115942029
house,Bs.As. G.B.A. Zona Norte,Villa Libertad,-34.5898283,-58.5621014,303.0,627.062706270627
apartment,Bs.As. G.B.A. Zona Oeste,Ramos Mejía,-34.641643,-58.569894,60.0,2500.0
house,Córdoba,Córdoba,-31.4129903,-64.2197573,150.0,299.11293333333333
apartment,Santa Fe,Rosario,-32.9362747,-60.67447270000001,45.0,1221.3777777777775
apartment,Capital Federal,Flores,-34.623473,-58.45892779999999,68.0,1352.9411764705885
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.475320399999994,-58.7567934,227.0,1894.2731277533042
apartment,Capital Federal,Parque Chas,-34.58423,-58.47870089999999,76.0,2160.7894736842104
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.43806370000001,-58.8766623,340.0,1882.3529411764707
PH,Bs.As. G.B.A. Zona Oeste,Lomas del Mirador,-34.6550114,-58.5336328,60.0,1150.0
PH,Capital Federal,Las Cañitas,-34.5724217384,-58.4314505154,55.0,2872.7272727272725
apartment,Bs.As. G.B.A. Zona Norte,San Isidro,-34.4709350536,-58.555559961899995,70.0,2142.8571428571427
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.43806370000001,-58.8766623,210.0,1571.4285714285709
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.43806370000001,-58.8766623,250.0,1800.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4402655207,-58.8589346896,320.0,1275.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4411149479,-58.8580978404,250.0,1400.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.415203532199996,-58.7941539774,225.0,2000.0
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4778621,-58.9091671,320.0,1406.25
house,Santa Fe,Rosario,-32.8558063422,-60.6995717418,303.0,462.04620462046205
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,52.0,1516.5025
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,52.0,1501.9207692307693
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,69.0,1538.4808695652173
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,40.0,1516.5025
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,42.0,1516.502619047619
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,42.0,1501.9207142857142
apartment,Santa Fe,San Lorenzo,-32.7398758,-60.7340041,54.0,1574.0740740740741
apartment,Santa Fe,Rosario,-32.9231418,-60.666904,103.0,1067.9611650485438
house,Buenos Aires Interior,San Cayetano,-38.7479824629,-59.4328336325,70.0,1428.5714285714291
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0115274,-57.542713600000006,30.0,1933.333333333333
apartment,Capital Federal,Flores,-34.638369299999994,-58.4790524,55.0,1345.4545454545455
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4462633768,-58.9842858595,530.0,1320.754716981132
house,Bs.As. G.B.A. Zona Norte,Pilar,-34.4439098793,-58.981968430900004,130.0,1230.7692307692307
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.442947098699996,-58.623490510399996,411.0,2384.4282238442825
apartment,Bs.As. G.B.A. Zona Norte,Victoria,-34.4519092808,-58.5422143687,45.0,2777.777777777778
apartment,Capital Federal,Flores,-34.6269413949,-58.4692424492,51.0,1882.3529411764707
apartment,Capital Federal,Flores,-34.625064431300004,-58.4714895185,131.0,1816.793893129771
house,Bs.As. G.B.A. Zona Sur,Burzaco,-34.8269961,-58.4016469,240.0,395.83333333333326
PH,Capital Federal,Almagro,-34.6057422,-58.42451970000001,97.0,2371.1340206185573
house,Buenos Aires Interior,Bahía Blanca,-38.7015241,-62.3044172,312.0,179.75535256410257
house,Buenos Aires Interior,Bahía Blanca,-38.6860524,-62.3100561,191.0,278.95020942408377
apartment,Santa Fe,Rosario,-32.9437056,-60.6743313,52.0,1472.7573076923074
house,Buenos Aires Interior,Bahía Blanca,-38.7440069,-62.2338031,300.0,243.0292333333333
house,Buenos Aires Costa Atlántica,Nueva Atlantis,-36.7468419,-56.6765156,500.0,260.0
house,Córdoba,Córdoba,-31.4017668,-64.1645966,234.0,1068.3760683760684
house,Bs.As. G.B.A. Zona Oeste,San Antonio De Padua,-34.6667055,-58.7087568,250.0,600.0
apartment,Bs.As. G.B.A. Zona Norte,Muñiz,-34.5465565,-58.70610600000001,45.0,1888.888888888889
apartment,Bs.As. G.B.A. Zona Norte,Pilar,-34.458175700000005,-58.913887,50.0,1300.0
house,Buenos Aires Costa Atlántica,Mar del Plata,-37.9689789,-57.6093182,433.0,224.01847575057738
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.00508350000001,-57.5446163,29.0,1927.586206896552
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.0357975,-57.5713522,224.0,437.5
PH,Buenos Aires Costa Atlántica,Mar del Plata,-38.0035966,-57.5731043,40.0,1250.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0112528249,-57.5408850079,25.0,1800.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0041465,-57.5488517,25.0,2200.0
store,Buenos Aires Costa Atlántica,Mar del Plata,-38.0052665,-57.5510448,45.0,1444.4444444444446
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.0122537,-57.5417628,30.0,2000.0
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-37.999962,-57.5459176,45.0,1622.2222222222226
house,Buenos Aires Costa Atlántica,Mar del Plata,-38.01394310000001,-57.5671155,450.0,533.3333333333334
apartment,Santa Fe,Rosario,-32.9294139,-60.691135,82.0,792.6829268292682
apartment,Buenos Aires Costa Atlántica,Mar del Plata,-38.019064,-57.5282782,60.0,2000.0
house,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.587762,-58.5706125,197.0,1015.2284263959392
store,Bs.As. G.B.A. Zona Oeste,Villa Bosch,-34.585913,-58.5737909,40.0,1750.0
apartment,Capital Federal,Capital Federal,-34.5479037398,-58.4659963265,56.0,1464.2857142857142
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,71.0,2661.9718309859154
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4046279444,-58.6494203835,56.0,2482.142857142857
apartment,Capital Federal,Palermo,-34.5810409,-58.40622140000001,34.0,3941.176470588234
house,Capital Federal,Mataderos,-34.652398100000006,-58.49385600000001,222.0,743.2432432432432
apartment,Capital Federal,Barracas,-34.6395757553,-58.3687689158,77.0,2147.4675324675327
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,495.0,2000.0
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,280.0,1892.857142857143
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4102355097,-58.6741288929,76.0,2302.6315789473683
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,55.0,2909.090909090909
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4054933603,-58.6508560181,50.0,3000.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4000756003,-58.6486713106,127.0,1968.5039370078741
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.400040396,-58.6512851715,65.0,2307.692307692308
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,147.0,1755.1020408163265
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465229,-58.6338743,65.0,2276.923076923077
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.405212175500004,-58.653186204899995,69.0,2420.289855072464
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465229,-58.6338743,69.0,2463.768115942029
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,57.0,2894.7368421052643
apartment,Capital Federal,Barrio Norte,-34.5822561,-58.4029623,149.0,2885.9060402684563
apartment,Capital Federal,Recoleta,-34.59202929999999,-58.388441500000006,108.0,2962.962962962963
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,64.0,2734.375
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4465229,-58.6338743,82.0,2804.8780487804884
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4053959891,-58.650727272,57.0,2894.7368421052643
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4053959891,-58.650727272,59.0,3203.389830508475
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,68.0,3676.470588235294
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.408414445,-58.6572933197,450.0,1933.333333333333
apartment,Capital Federal,Barracas,-34.6396767,-58.369328,84.0,1904.7619047619046
apartment,Capital Federal,Barracas,-34.6396767,-58.369328,95.0,1924.821052631579
apartment,Capital Federal,Barracas,-34.6396767,-58.369328,114.0,1969.298245614035
apartment,Capital Federal,Belgrano,-34.5606643,-58.44220870000001,90.0,3418.333333333333
apartment,Capital Federal,Belgrano,-34.5606643,-58.44220870000001,90.0,4277.933333333333
apartment,Capital Federal,Belgrano,-34.5606643,-58.44220870000001,140.0,4199.25
apartment,Capital Federal,Belgrano,-34.5606643,-58.44220870000001,110.0,4604.254545454545
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,400.0,2875.0
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,57.0,2438.59649122807
apartment,Capital Federal,Recoleta,-34.594097399999995,-58.3911079,40.0,2375.0
store,Capital Federal,Barrio Norte,-34.593961,-58.38584399999999,247.0,2388.663967611336
apartment,Capital Federal,Barracas,-34.6396767,-58.369328,88.0,2488.034090909091
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4056370683,-58.6485942631,61.0,3245.901639344262
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.39676470000001,-58.6476628,149.0,3020.13422818792
apartment,Capital Federal,Barrio Norte,-34.5895459,-58.39736360000001,134.0,3059.7014925373132
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.4120897,-58.58734739999999,86.0,2790.697674418605
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.4266609,-58.5706082,317.0,2933.753943217665
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,59.0,3813.559322033898
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,66.0,2727.2727272727275
apartment,Capital Federal,Belgrano,-34.571845399999994,-58.43273170000001,130.0,3369.230769230769
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3918248698,-58.6459636688,59.0,2881.35593220339
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,72.0,3333.333333333333
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3960233406,-58.6475642948,58.0,3189.6551724137926
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3961118699,-58.6476501255,58.0,3189.6551724137926
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,58.0,3189.6551724137926
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,37.0,2972.972972972973
house,Bs.As. G.B.A. Zona Norte,Escobar,-34.3412892392,-58.7149110732,283.0,1289.7526501766786
apartment,Bs.As. G.B.A. Zona Norte,Tigre,-34.3896666969,-58.645203950900004,84.0,3366.25
house,Bs.As. G.B.A. Zona Norte,Tigre,-34.40014,-58.64985,235.0,3063.829787234043
